tag	layer	block	head	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
7958	0	8	3	19	39	39	31	5	2	5	0	713
7959	0	8	4	2	23	23	61	5	6	4	0	652
7960	0	5	3	21	21	21	4	4	6	0	26	165
7961	0	10	5	16	22	22	98	7	7	4	0	574
7962	0	1	5	20	4	4	120	0	3	6	3	361
7963	0	3	0	24	18	18	30	1	1	2	7	765
7964	0	4	3	1	27	27	73	4	3	0	17	594
7965	0	3	0	15	38	38	22	0	3	3	7	603
7966	0	5	5	19	7	7	18	6	0	2	0	410
7967	0	0	4	14	3	3	65	4	3	0	20	494
7968	0	0	3	14	27	27	22	4	2	6	1	46
7969	0	3	2	11	18	18	142	5	7	4	0	572
7970	0	4	2	16	42	42	27	5	4	4	0	251
7971	0	8	5	24	33	33	33	4	2	3	22	353
7972	0	3	4	4	25	25	117	1	0	6	1	509
7973	0	0	2	15	39	39	131	6	3	1	0	12
7974	0	9	5	12	13	13	0	4	5	0	29	802
7975	0	4	4	12	7	7	1	7	6	7	0	677
7976	0	3	4	13	38	38	123	1	2	1	0	616
7977	0	4	4	5	3	3	27	0	2	1	6	570
7978	0	4	3	11	1	1	130	6	3	3	0	265
7979	0	1	0	12	38	38	107	7	6	0	0	241
7980	0	3	4	16	46	46	37	7	2	2	0	384
7981	0	7	1	6	29	29	83	7	7	0	0	628
7982	0	1	4	4	40	40	7	7	7	2	0	421
7983	0	6	3	19	25	25	112	5	7	7	0	196
7984	0	3	4	0	32	32	65	6	7	2	0	42
7985	0	9	2	12	45	45	54	1	6	6	5	451
7986	0	7	5	9	32	32	62	5	0	6	0	582
7987	0	0	1	22	47	47	91	0	1	4	0	265
7988	0	5	1	6	35	35	0	0	1	5	0	12
7989	0	5	5	24	23	23	136	1	3	4	5	670
7990	0	6	0	17	18	18	84	4	4	1	28	535
7991	0	1	4	9	13	13	99	0	3	2	5	491
7992	0	6	4	21	36	36	30	7	5	3	0	155
7993	0	3	5	8	43	43	104	6	6	0	0	780
7994	0	11	5	22	11	11	5	4	0	1	15	589
7995	0	11	5	10	46	46	130	0	4	3	2	288
7996	0	4	5	9	23	23	79	1	2	5	5	647
7997	0	9	2	2	10	10	142	5	2	3	0	107
7998	0	8	2	1	27	27	137	5	2	1	0	42
7999	0	0	0	22	29	29	86	6	3	2	0	474
8000	0	4	4	0	41	41	73	0	2	2	4	775
8001	0	5	4	6	1	1	86	6	5	5	0	215
8002	0	2	5	19	14	14	125	4	6	0	22	365
8003	0	5	4	1	8	8	100	1	1	4	3	793
8004	0	5	3	10	13	13	92	6	1	7	0	16
8005	0	7	4	15	3	3	111	7	3	7	0	400
8006	0	2	3	7	3	3	88	7	7	3	0	291
8007	0	4	2	22	34	34	31	6	7	0	0	155
8008	0	0	4	18	6	6	72	4	0	0	10	352
8009	0	5	3	10	33	33	130	1	3	1	3	24
8010	0	3	5	5	10	10	59	5	5	4	0	802
8011	0	10	2	11	40	40	51	7	0	1	0	286
8012	0	0	5	21	29	29	92	7	6	0	0	204
8013	0	5	4	15	4	4	137	5	5	1	0	135
8014	0	4	3	22	44	44	17	7	5	4	0	579
8015	0	0	3	24	42	42	44	1	1	5	2	702
8016	0	7	4	10	1	1	20	5	7	5	0	308
8017	0	6	1	14	40	40	8	0	2	5	0	79
8018	0	10	2	14	31	31	19	5	0	2	0	578
8019	0	4	3	7	26	26	78	7	0	7	0	431
8020	0	9	3	13	3	3	91	5	5	2	0	212
8021	0	1	1	18	35	35	18	7	5	2	0	89
8022	0	0	0	16	45	45	137	5	6	2	0	702
8023	0	9	3	8	17	17	18	5	1	3	0	16
8024	0	4	4	7	16	16	138	7	7	5	0	126
8025	0	7	5	10	45	45	35	7	4	3	0	622
8026	0	11	3	22	7	7	25	7	5	4	0	607
8027	0	0	4	8	34	34	105	1	5	2	7	630
8028	0	7	1	10	32	32	101	0	5	0	3	196
8029	0	2	0	20	42	42	56	0	6	2	2	15
8030	0	2	4	10	13	13	72	4	1	3	16	588
8031	0	2	1	14	32	32	114	4	2	6	24	89
8032	0	1	4	1	13	13	39	0	6	2	0	784
8033	0	5	0	10	2	2	32	4	3	0	25	178
8034	0	10	4	19	19	19	104	4	7	7	1	488
8035	0	2	0	0	13	13	86	5	5	5	0	141
8036	0	9	0	15	16	16	28	5	5	7	0	582
8037	0	5	2	9	7	7	3	4	0	6	20	310
8038	0	2	2	23	31	31	37	6	0	6	0	414
8039	0	0	0	2	42	42	135	5	7	4	0	15
8040	0	0	1	13	5	5	10	1	1	5	5	444
8041	0	6	1	14	29	29	47	0	5	2	4	753
8042	0	6	2	8	19	19	7	5	4	7	0	818
8043	0	8	4	10	23	23	61	6	7	7	0	699
8044	0	11	4	21	7	7	34	4	0	7	18	150
8045	0	7	5	5	7	7	0	1	3	6	0	13
8046	0	2	1	3	19	19	47	1	2	1	4	138
8047	0	9	1	20	2	2	25	5	5	3	0	198
8048	0	6	3	0	30	30	130	4	0	0	15	734
8049	0	0	5	10	7	7	68	6	3	3	0	101
8050	0	0	2	7	36	36	97	7	7	2	0	697
8051	0	10	5	14	12	12	18	4	6	7	26	702
8052	0	8	1	5	15	15	109	4	6	3	1	808
8053	0	0	1	3	45	45	19	6	0	3	0	596
8054	0	10	2	24	17	17	101	1	0	5	4	776
8055	0	10	3	15	22	22	18	4	3	2	11	625
8056	0	2	4	18	4	4	140	0	0	1	1	481
8057	0	11	4	15	44	44	20	6	2	7	0	663
8058	0	7	4	3	29	29	86	5	5	7	0	449
8059	0	11	5	3	9	9	115	5	4	4	0	112
8060	0	3	3	11	24	24	115	4	5	2	18	547
8061	0	8	0	2	13	13	137	0	1	2	5	362
8062	0	7	1	16	17	17	70	4	5	2	24	271
8063	0	9	0	1	28	28	77	7	3	1	0	273
8064	0	4	0	13	46	46	36	5	4	5	0	259
8065	0	2	4	10	17	17	17	7	0	3	0	434
8066	0	2	4	10	6	6	65	5	2	6	0	201
8067	0	5	0	14	2	2	8	6	1	3	0	697
8068	0	6	0	5	9	9	112	7	5	4	0	357
8069	0	11	2	22	5	5	138	5	2	2	0	124
8070	0	11	1	17	21	21	55	0	2	7	5	504
8071	0	7	0	0	12	12	7	6	1	4	0	317
8072	0	4	4	7	25	25	112	7	1	7	0	120
8073	0	9	3	15	46	46	80	1	6	4	2	522
8074	0	1	4	8	41	41	140	4	2	6	4	501
8075	0	9	1	22	42	42	138	5	7	4	0	675
8076	0	9	0	19	3	3	13	1	6	1	0	143
8077	0	7	0	16	5	5	27	0	4	0	4	730
8078	0	7	2	15	34	34	120	1	0	5	2	122
8079	0	0	3	23	43	43	0	1	3	7	0	645
8080	0	6	1	2	26	26	58	0	5	1	0	464
8081	0	7	3	15	7	7	101	7	7	4	0	704
8082	0	8	2	12	24	24	103	4	4	4	17	683
8083	0	11	4	4	18	18	14	4	6	4	22	229
8084	0	1	1	16	27	27	74	4	6	5	11	507
8085	0	5	2	13	26	26	60	0	2	5	4	96
8086	0	1	0	22	29	29	54	1	2	6	1	568
8087	0	3	2	13	33	33	6	5	5	5	0	766
8088	0	0	2	22	37	37	124	0	5	6	2	446
8089	0	2	1	22	15	15	45	4	5	2	30	13
8090	0	3	3	0	21	21	89	0	2	7	2	337
8091	0	1	0	17	25	25	129	1	4	0	4	746
8092	0	1	2	16	29	29	39	5	4	7	0	823
8093	0	7	2	5	4	4	96	1	7	3	3	728
8094	0	1	5	5	2	2	107	0	3	6	5	161
8095	0	8	0	19	44	44	120	4	2	3	14	652
8096	0	10	2	11	10	10	81	6	5	6	0	823
8097	0	6	0	17	13	13	132	4	7	4	4	404
8098	0	5	2	23	39	39	31	4	6	1	12	812
8099	0	4	3	19	27	27	13	7	5	1	0	299
8100	0	4	3	5	17	17	82	6	5	3	0	252
8101	0	8	5	10	30	30	114	5	5	3	0	606
8102	0	4	5	19	17	17	133	7	7	7	0	482
8103	0	9	1	19	28	28	130	0	7	7	1	306
8104	0	4	0	0	1	1	72	5	7	1	0	243
8105	0	7	5	13	7	7	134	4	5	2	17	374
8106	0	10	0	5	7	7	74	1	1	1	0	539
8107	0	10	4	5	43	43	83	4	5	2	5	751
8108	0	5	4	2	41	41	28	7	4	6	0	194
8109	0	10	4	7	35	35	121	6	4	2	0	432
8110	0	0	3	18	2	2	119	5	0	5	0	203
8111	0	10	1	14	3	3	31	6	6	3	0	754
8112	0	4	3	10	4	4	55	5	2	6	0	355
8113	0	9	0	9	45	45	46	0	2	6	7	129
8114	0	4	3	5	20	20	70	0	6	0	3	756
8115	0	6	0	0	28	28	84	4	0	7	29	724
8116	0	8	2	8	3	3	120	5	6	4	0	776
8117	0	9	1	19	44	44	80	4	3	4	24	583
8118	0	0	1	10	19	19	139	0	2	0	7	434
8119	0	11	5	8	24	24	51	0	7	5	5	581
8120	0	2	1	13	8	8	121	4	3	4	7	158
8121	0	10	3	17	44	44	73	1	0	3	7	350
8122	0	5	3	5	25	25	106	6	5	3	0	393
8123	0	4	3	20	38	38	48	6	3	3	0	497
8124	0	9	4	12	25	25	96	1	4	1	1	471
8125	0	5	3	4	9	9	30	1	4	1	5	804
8126	0	0	5	6	11	11	110	7	6	3	0	642
8127	0	4	1	16	0	0	84	4	0	6	0	627
8128	0	10	3	20	38	38	63	6	0	0	0	562
8129	0	0	3	18	47	47	54	4	1	7	29	187
8130	0	5	0	6	32	32	8	5	1	3	0	574
8131	0	6	5	24	27	27	115	6	1	0	0	192
8132	0	1	3	1	8	8	66	0	3	2	1	328
8133	0	4	1	19	44	44	82	7	1	2	0	651
8134	0	0	4	13	31	31	2	7	4	0	0	251
8135	0	1	4	14	35	35	72	0	5	7	3	431
8136	0	0	2	1	26	26	59	4	1	3	2	49
8137	0	5	1	11	29	29	59	6	2	7	0	521
8138	0	7	0	5	14	14	31	5	6	2	0	754
8139	0	4	4	22	35	35	119	4	1	4	18	134
8140	0	2	5	20	45	45	56	4	1	5	25	52
8141	0	7	2	4	13	13	43	4	6	7	8	507
8142	0	1	1	2	35	35	90	7	7	0	0	721
8143	0	7	4	11	45	45	115	6	0	7	0	104
8144	0	10	1	14	32	32	120	6	3	6	0	586
8145	0	2	0	9	47	47	84	5	2	0	0	326
8146	0	1	0	5	7	7	77	6	4	6	0	250
8147	0	1	1	17	37	37	58	1	6	3	4	590
8148	0	4	4	4	13	13	34	7	3	7	0	47
8149	0	8	2	8	6	6	101	1	1	0	3	667
8150	0	11	2	0	4	4	70	0	0	3	7	773
8151	0	8	4	21	25	25	29	0	0	6	0	285
8152	0	4	5	7	32	32	20	0	2	1	1	175
8153	0	1	4	0	24	24	64	4	5	0	4	686
8154	0	1	2	13	26	26	74	7	0	5	0	761
8155	0	10	1	10	24	24	22	0	4	3	1	348
8156	0	4	4	7	11	11	56	0	3	2	2	799
8157	0	4	5	5	13	13	102	1	7	2	6	172
8158	0	11	1	23	17	17	26	6	1	6	0	172
8159	0	8	3	14	43	43	50	0	2	4	0	241
8160	0	11	1	12	18	18	10	0	5	4	0	443
8161	0	7	3	22	17	17	97	7	5	1	0	151
8162	0	2	4	15	47	47	80	1	1	2	3	653
8163	0	4	2	12	20	20	85	5	1	4	0	6
8164	0	0	1	0	4	4	94	6	2	4	0	245
8165	0	8	1	1	37	37	35	7	4	3	0	280
8166	0	0	4	9	23	23	108	1	0	6	6	586
8167	0	4	0	10	35	35	73	6	6	6	0	320
8168	0	1	3	13	23	23	84	5	2	3	0	14
8169	0	9	5	4	33	33	51	4	2	4	18	341
8170	0	2	4	10	2	2	79	7	2	0	0	730
8171	0	0	0	15	37	37	70	4	0	1	0	338
8172	0	9	0	13	33	33	123	5	3	6	0	625
8173	0	2	0	12	19	19	34	7	6	6	0	713
8174	0	7	4	16	27	27	124	6	3	4	0	636
8175	0	2	5	13	12	12	121	1	3	1	5	131
8176	0	11	3	24	43	43	8	4	4	1	20	470
8177	0	1	5	10	33	33	6	0	5	4	4	472
8178	0	7	1	11	4	4	66	4	7	4	2	722
8179	0	8	3	1	9	9	57	1	0	7	6	733
8180	0	10	1	2	30	30	60	1	5	0	1	807
8181	0	2	1	11	46	46	115	1	2	2	3	721
8182	0	5	2	4	25	25	23	5	2	6	0	173
8183	0	4	1	1	39	39	20	1	3	4	3	671
8184	0	11	4	19	41	41	107	0	4	5	6	714
8185	0	5	3	22	30	30	112	6	3	0	0	726
8186	0	4	3	22	13	13	74	6	7	1	0	405
8187	0	2	0	15	14	14	12	6	3	7	0	117
8188	0	0	1	16	13	13	124	4	1	6	18	656
8189	0	1	4	23	30	30	61	4	1	5	28	669
8190	0	0	1	13	43	43	21	4	1	6	16	350
8191	0	4	0	19	35	35	22	6	5	1	0	420
8192	0	8	5	24	15	15	104	0	0	5	4	10
8193	0	5	1	20	14	14	49	1	5	5	5	606
8194	0	7	1	19	46	46	50	6	0	5	0	18
8195	0	0	4	0	40	40	75	1	2	2	5	583
8196	0	0	3	15	15	15	106	5	1	0	0	725
8197	0	3	5	0	6	6	21	7	0	3	0	168
8198	0	11	2	6	42	42	63	4	3	3	31	740
8199	0	5	3	8	20	20	110	7	0	2	0	488
8200	0	6	1	22	19	19	44	0	2	4	5	599
8201	0	10	3	12	11	11	58	6	2	4	0	225
8202	0	9	3	18	27	27	12	6	0	7	0	596
8203	0	10	0	2	0	0	24	4	7	1	3	545
8204	0	5	4	2	26	26	51	7	5	1	0	660
8205	0	9	1	6	40	40	15	7	3	5	0	280
8206	0	11	0	4	41	41	84	0	5	2	0	56
8207	0	1	5	23	26	26	134	5	5	7	0	815
8208	0	6	5	18	37	37	47	4	6	4	10	537
8209	0	10	4	18	27	27	135	6	6	0	0	191
8210	0	0	2	22	26	26	49	0	4	7	6	288
8211	0	2	5	5	47	47	69	4	2	1	12	160
8212	0	6	5	10	23	23	40	5	1	7	0	451
8213	0	3	3	5	38	38	47	0	0	6	6	21
8214	0	1	3	5	8	8	102	1	5	0	1	730
8215	0	0	5	5	17	17	75	7	3	4	0	493
8216	0	3	3	13	0	0	124	0	7	7	3	534
8217	0	0	2	12	19	19	67	5	2	0	0	822
8218	0	8	3	12	46	46	126	7	3	5	0	257
8219	0	2	3	0	44	44	19	1	4	1	5	251
8220	0	8	3	21	20	20	50	0	0	5	0	637
8221	0	2	5	17	10	10	16	5	5	3	0	187
8222	0	10	0	8	0	0	133	4	7	4	12	545
8223	0	3	1	7	16	16	104	1	5	2	7	284
8224	0	3	1	9	1	1	28	1	2	7	6	22
8225	0	1	3	6	37	37	31	6	5	0	0	266
8226	0	11	0	6	40	40	95	4	2	6	25	721
8227	0	8	1	7	7	7	7	4	0	7	25	600
8228	0	5	0	0	42	42	96	1	7	7	3	769
8229	0	3	3	3	35	35	86	6	7	5	0	225
8230	0	0	4	11	38	38	65	7	5	3	0	175
8231	0	11	2	20	17	17	63	1	0	6	4	313
8232	0	0	1	7	13	13	132	6	5	4	0	767
8233	0	0	3	2	42	42	121	6	6	4	0	567
8234	0	11	3	11	41	41	123	6	2	6	0	734
8235	0	11	0	10	7	7	122	0	1	3	6	59
8236	0	11	5	12	14	14	127	0	5	5	4	367
8237	0	4	5	13	45	45	26	4	1	4	11	227
8238	0	5	0	22	34	34	19	4	4	1	14	655
8239	0	8	0	20	35	35	39	4	4	0	5	653
8240	0	0	2	0	6	6	31	6	0	4	0	752
8241	0	4	2	5	42	42	26	5	0	1	0	650
8242	0	5	0	23	25	25	57	4	7	2	25	196
8243	0	6	2	9	45	45	91	4	2	4	31	429
8244	0	4	2	17	8	8	80	6	7	2	0	51
8245	0	0	0	11	2	2	21	5	2	6	0	692
8246	0	6	5	18	27	27	117	5	1	2	0	137
8247	0	7	2	18	29	29	63	5	5	5	0	639
8248	0	10	4	9	46	46	26	7	3	6	0	457
8249	0	3	2	2	5	5	42	4	2	2	14	783
8250	0	7	5	17	25	25	20	6	3	7	0	622
8251	0	2	3	24	15	15	116	7	5	1	0	81
8252	0	0	3	24	20	20	97	1	1	3	4	489
8253	0	4	5	21	29	29	141	4	0	7	16	355
8254	0	1	1	7	39	39	70	0	3	6	4	418
8255	0	0	3	22	11	11	139	4	6	7	9	739
8256	0	0	5	0	25	25	117	4	5	5	1	231
8257	0	6	0	15	20	20	31	7	5	5	0	766
8258	0	10	0	1	17	17	130	5	2	3	0	749
8259	0	3	2	23	11	11	120	7	7	6	0	446
8260	0	3	4	8	9	9	105	4	0	5	18	484
8261	0	11	0	2	31	31	112	4	6	6	31	291
8262	0	11	2	22	17	17	100	0	1	6	0	19
8263	0	5	5	17	0	0	72	1	3	5	1	3
8264	0	11	3	1	26	26	120	0	6	0	3	737
8265	0	0	5	21	16	16	56	0	7	3	4	91
8266	0	2	5	11	9	9	70	7	1	2	0	253
8267	0	8	0	6	3	3	75	1	1	0	7	725
8268	0	2	5	11	12	12	76	0	6	0	0	167
8269	0	5	5	13	40	40	112	4	6	1	16	135
8270	0	8	4	24	1	1	38	4	7	2	1	166
8271	0	6	2	24	35	35	89	1	5	2	2	24
8272	0	0	1	10	12	12	73	6	0	2	0	106
8273	0	9	2	11	29	29	100	0	4	6	7	157
8274	0	1	4	6	38	38	73	4	5	0	28	73
8275	0	10	5	24	4	4	128	1	5	1	4	448
8276	0	5	4	7	23	23	118	5	4	5	0	791
8277	0	0	3	22	46	46	104	1	3	4	6	498
8278	0	11	4	6	29	29	47	0	7	6	1	491
8279	0	11	0	8	12	12	107	4	7	2	11	370
8280	0	8	2	11	7	7	89	6	0	1	0	601
8281	0	1	0	18	36	36	23	0	2	6	3	598
8282	0	9	0	21	2	2	26	6	7	3	0	576
8283	0	3	4	24	35	35	78	0	0	6	0	465
8284	0	2	4	21	30	30	136	5	7	0	0	268
8285	0	10	4	10	3	3	95	6	2	0	0	258
8286	0	3	4	8	25	25	72	7	7	4	0	154
8287	0	0	2	10	31	31	130	1	2	1	4	330
8288	0	2	0	6	32	32	50	1	3	0	1	609
8289	0	2	3	6	35	35	131	1	7	2	3	353
8290	0	6	0	13	6	6	73	1	4	7	5	399
8291	0	2	1	4	37	37	142	6	5	5	0	74
8292	0	4	5	17	41	41	65	4	6	0	19	528
8293	0	4	3	16	12	12	100	1	1	6	0	110
8294	0	11	3	15	29	29	14	6	6	5	0	42
8295	0	3	2	12	23	23	13	1	6	4	1	307
8296	0	4	1	24	2	2	116	0	1	0	5	316
8297	0	7	0	7	21	21	21	1	3	4	7	719
8298	0	1	0	18	36	36	39	6	0	7	0	556
8299	0	10	4	11	42	42	82	6	1	2	0	122
8300	0	3	4	24	29	29	109	0	3	4	7	539
8301	0	1	5	13	9	9	70	5	6	1	0	669
8302	0	0	2	20	3	3	136	5	0	3	0	37
8303	0	6	0	23	39	39	127	6	1	4	0	703
8304	0	4	5	14	27	27	5	1	7	0	0	520
8305	0	10	3	4	25	25	123	4	4	6	9	141
8306	0	7	3	21	22	22	114	4	2	1	15	758
8307	0	3	0	17	47	47	81	6	1	6	0	580
8308	0	9	1	14	3	3	16	6	5	7	0	124
8309	0	11	0	3	29	29	64	4	3	4	11	551
8310	0	3	5	14	20	20	103	5	1	1	0	129
8311	0	7	4	14	24	24	0	1	1	2	6	79
8312	0	5	3	11	17	17	131	7	1	0	0	606
8313	0	0	1	6	19	19	31	0	3	4	5	217
8314	0	7	2	24	36	36	28	7	2	2	0	445
8315	0	5	5	11	37	37	24	0	7	1	3	398
8316	0	9	2	21	28	28	133	7	3	7	0	555
8317	0	8	1	1	24	24	97	7	4	1	0	774
8318	0	3	0	20	11	11	126	0	1	5	2	337
8319	0	10	1	1	34	34	54	4	1	1	10	99
8320	0	8	5	22	34	34	46	6	2	1	0	360
8321	0	3	1	9	29	29	81	4	2	1	9	330
8322	0	2	5	18	44	44	75	1	4	4	3	759
8323	0	8	5	19	11	11	15	5	1	0	0	743
8324	0	10	4	0	35	35	142	7	4	0	0	417
8325	0	6	4	20	29	29	62	1	3	5	1	757
8326	0	1	2	1	29	29	131	4	3	4	13	372
8327	0	5	2	13	30	30	73	0	0	4	6	99
8328	0	3	3	14	17	17	81	5	0	1	0	101
8329	0	0	3	22	20	20	58	0	3	4	0	608
8330	0	2	5	13	6	6	42	5	3	6	0	558
8331	0	7	3	24	7	7	112	6	6	4	0	208
8332	0	0	3	14	33	33	128	4	0	4	29	385
8333	0	3	5	11	10	10	2	1	5	0	1	184
8334	0	1	0	7	10	10	1	0	2	4	3	288
8335	0	2	0	3	40	40	129	1	2	1	5	79
8336	0	11	4	3	2	2	138	0	5	0	6	418
8337	0	6	0	11	38	38	57	4	4	0	1	563
8338	0	10	4	23	6	6	89	1	6	0	6	550
8339	0	4	2	18	9	9	123	7	7	0	0	259
8340	0	2	2	19	42	42	85	1	4	7	6	236
8341	0	7	3	18	7	7	7	0	4	1	6	335
8342	0	1	2	21	35	35	6	7	2	5	0	777
8343	0	10	5	13	15	15	76	0	6	7	5	229
8344	0	7	2	0	17	17	80	5	1	6	0	141
8345	0	5	0	20	19	19	53	1	5	1	1	132
8346	0	2	3	14	16	16	25	5	5	2	0	349
8347	0	11	4	13	42	42	1	4	3	2	4	592
8348	0	3	5	14	17	17	95	5	2	5	0	615
8349	0	6	0	1	10	10	113	7	7	6	0	228
8350	0	10	0	16	36	36	5	1	7	4	0	181
8351	0	5	5	17	37	37	59	5	0	0	0	67
8352	0	8	4	19	1	1	80	5	2	5	0	146
8353	0	2	0	5	1	1	96	4	7	7	18	537
8354	0	3	3	12	3	3	90	5	1	1	0	604
8355	0	7	1	1	43	43	112	1	2	5	5	795
8356	0	8	2	15	29	29	121	4	0	5	10	770
8357	0	8	1	5	33	33	22	6	7	2	0	802
8358	0	8	1	0	24	24	122	5	6	7	0	537
8359	0	11	3	5	19	19	118	6	0	4	0	541
8360	0	9	4	17	31	31	41	4	6	7	9	712
8361	0	1	5	9	7	7	91	4	5	7	4	488
8362	0	2	4	13	10	10	97	5	2	5	0	440
8363	0	4	3	24	22	22	86	0	5	3	1	277
8364	0	2	0	6	3	3	88	1	3	1	5	704
8365	0	6	2	7	2	2	130	7	4	3	0	686
8366	0	1	4	16	35	35	108	5	1	7	0	179
8367	0	7	5	11	5	5	109	6	5	6	0	686
8368	0	2	2	15	6	6	93	7	0	7	0	531
8369	0	7	2	12	6	6	58	4	5	0	3	306
8370	0	0	0	9	4	4	91	7	6	0	0	10
8371	0	3	3	15	41	41	132	4	3	4	25	86
8372	0	8	3	10	46	46	81	6	3	4	0	645
8373	0	11	2	8	35	35	63	6	1	3	0	18
8374	0	10	1	14	33	33	7	1	0	1	4	69
8375	0	0	3	3	32	32	99	7	0	6	0	730
8376	0	4	5	23	5	5	112	5	6	7	0	794
8377	0	5	0	10	31	31	43	0	0	0	0	39
8378	0	0	5	2	33	33	38	5	6	2	0	122
8379	0	8	4	3	39	39	2	5	7	0	0	598
8380	0	6	5	1	19	19	62	1	6	3	4	359
8381	0	10	2	12	19	19	9	7	0	7	0	152
8382	0	0	1	20	22	22	36	1	1	3	5	804
8383	0	10	1	4	1	1	105	4	5	3	9	376
8384	0	11	3	13	7	7	130	1	0	1	5	466
8385	0	6	3	15	19	19	21	7	2	1	0	718
8386	0	10	5	10	46	46	131	4	4	7	5	438
8387	0	11	0	20	41	41	57	5	7	5	0	568
8388	0	1	2	5	43	43	102	6	1	5	0	676
8389	0	7	0	0	5	5	75	4	0	4	1	98
8390	0	5	4	15	12	12	58	5	1	1	0	541
8391	0	1	4	20	26	26	19	1	3	5	5	460
8392	0	6	0	1	5	5	7	0	5	4	2	357
8393	0	3	3	22	15	15	35	4	0	4	9	31
8394	0	10	2	22	24	24	82	7	4	0	0	750
8395	0	2	5	18	37	37	143	6	2	1	0	818
8396	0	0	4	9	37	37	109	1	3	7	7	142
8397	0	3	1	21	21	21	138	6	5	3	0	602
8398	0	9	4	2	2	2	99	1	6	4	3	378
8399	0	7	2	9	16	16	124	0	5	4	5	197
8400	0	10	5	17	34	34	39	1	4	0	1	458
8401	0	4	1	1	32	32	82	5	2	6	0	543
8402	0	9	4	4	35	35	112	4	7	6	2	478
8403	0	1	5	18	35	35	11	4	3	1	19	449
8404	0	10	4	18	10	10	56	1	6	3	4	368
8405	0	3	5	16	31	31	57	5	6	2	0	769
8406	0	1	5	22	32	32	139	0	4	5	7	371
8407	0	6	4	16	46	46	57	6	0	5	0	711
8408	0	5	1	14	19	19	24	0	4	7	1	541
8409	0	10	0	23	28	28	21	0	0	3	0	55
8410	0	7	2	7	21	21	34	7	1	7	0	544
8411	0	4	4	12	14	14	71	6	7	3	0	777
8412	0	9	4	1	45	45	10	1	4	5	5	752
8413	0	6	5	17	11	11	18	4	1	7	10	482
8414	0	8	4	0	5	5	29	1	7	2	1	498
8415	0	6	0	21	8	8	138	1	6	6	6	553
8416	0	9	2	16	17	17	139	5	3	1	0	200
8417	0	2	2	6	8	8	7	5	0	7	0	469
8418	0	5	3	9	13	13	130	7	3	2	0	763
8419	0	0	2	8	44	44	74	1	0	2	4	58
8420	0	10	1	18	0	0	10	6	4	5	0	202
8421	0	2	5	14	14	14	3	6	6	2	0	716
8422	0	1	3	21	46	46	41	5	5	1	0	263
8423	0	2	5	2	33	33	34	7	7	0	0	148
8424	0	9	4	2	13	13	22	1	2	3	2	223
8425	0	4	5	18	43	43	113	7	4	5	0	166
8426	0	8	3	4	29	29	0	5	6	0	0	716
8427	0	7	0	12	18	18	32	0	7	7	1	238
8428	0	3	1	20	23	23	39	7	1	2	0	121
8429	0	10	0	2	32	32	110	7	5	4	0	206
8430	0	2	2	2	6	6	42	5	7	4	0	406
8431	0	11	2	12	45	45	78	5	5	0	0	464
8432	0	4	1	10	42	42	68	1	5	4	2	651
8433	0	11	0	10	42	42	137	4	1	5	19	814
8434	0	0	5	18	16	16	95	7	4	6	0	222
8435	0	2	1	8	10	10	76	7	0	3	0	433
8436	0	11	5	0	10	10	122	7	4	0	0	469
8437	0	10	1	19	27	27	141	5	3	5	0	38
8438	0	1	0	3	33	33	116	5	0	7	0	207
8439	0	11	5	1	10	10	108	5	5	3	0	721
8440	0	8	2	21	35	35	140	6	7	1	0	164
8441	0	8	1	2	16	16	102	6	3	5	0	125
8442	0	9	1	21	22	22	7	7	4	6	0	450
8443	0	4	4	7	3	3	138	0	0	1	2	750
8444	0	0	0	15	8	8	71	5	1	1	0	376
8445	0	1	0	13	26	26	30	7	4	5	0	469
8446	0	10	1	22	38	38	49	6	1	2	0	21
8447	0	9	3	3	18	18	103	5	4	4	0	91
8448	0	4	2	10	39	39	6	0	2	7	1	468
8449	0	3	5	21	12	12	2	4	1	1	12	518
8450	0	10	0	14	20	20	48	0	6	1	7	233
8451	0	7	3	10	44	44	125	0	7	2	1	441
8452	0	2	2	12	18	18	20	5	5	3	0	370
8453	0	8	5	8	29	29	121	1	0	3	7	160
8454	0	6	5	10	36	36	109	0	3	7	5	19
8455	0	0	1	3	19	19	31	7	7	0	0	408
8456	0	7	3	8	45	45	90	7	1	0	0	145
8457	0	4	1	15	11	11	127	4	5	4	30	495
8458	0	2	3	17	43	43	30	4	0	7	18	548
8459	0	8	4	12	36	36	55	4	3	7	17	460
8460	0	5	4	19	7	7	103	5	1	4	0	267
8461	0	3	0	11	1	1	45	7	2	4	0	783
8462	0	10	2	8	10	10	67	1	1	5	6	330
8463	0	7	1	9	21	21	138	1	7	2	0	266
8464	0	11	2	3	27	27	51	6	2	4	0	538
8465	0	0	0	10	1	1	134	6	6	0	0	506
8466	0	2	2	0	33	33	126	5	0	2	0	222
8467	0	3	1	20	3	3	46	5	5	2	0	326
8468	0	7	1	15	1	1	102	7	1	2	0	503
8469	0	11	0	2	23	23	125	1	7	5	3	814
8470	0	6	5	12	14	14	113	6	0	3	0	121
8471	0	2	1	16	17	17	104	6	3	3	0	599
8472	0	7	4	2	37	37	112	0	3	0	0	710
8473	0	4	2	6	1	1	94	5	1	5	0	563
